"ID","movie","director","actor_1","actor_2","actor_3","year","language","score"
2945,"Casino Royale","martin campbell","eva green","tobias menzies","ivana milicevic",2006,"English",8
2946,"Frida","julie taymor","salma hayek","roger rees","valeria golino",2002,"English",7.4
2947,"Katy Perry: Part of Me","dan cutforth","lexie contursi","ashley ashida dixon","anthony burrell",2012,"English",5.9
2948,"The Fault in Our Stars","josh boone","shailene woodley","sam trammell","nat wolff",2014,"English",7.8
2949,"Rounders","john dahl","matt damon","martin landau","gretchen mol",1998,"English",7.4
2950,"Top Five","chris rock","rosario dawson","romany malco","j.b. smoove",2014,"English",6.5
2951,"Prophecy","john frankenheimer","talia shire","richard dysart","robert foxworth",1979,"English",5.4
2952,"Stir of Echoes","david koepp","illeana douglas","kathryn erbe","lusia strus",1999,"English",7
2953,"Spartacus: War of the Damned","","peter mensah","kelvin taylor","viva bianca",NA,"English",8.6
2954,"Philomena","stephen frears","steve coogan","mare winningham","peter hermann",2013,"English",7.6
2955,"The Upside of Anger","mike binder","alicia witt","erika christensen","joan allen",2005,"English",6.9
2956,"The Boys from Brazil","franklin j. schaffner","laurence olivier","anne meara","steve guttenberg",1978,"English",7
2957,"Aquamarine","elizabeth allen rosenbaum","tammin sursok","joanna 'jojo' levesque","dichen lachman",2006,"English",5.3
2958,"Paper Towns","jake schreier","nat wolff","cara delevingne","meg crosbie",2015,"English",6.4
2959,"My Baby's Daddy","cheryl dunye","michael imperioli","marsha thomason","bai ling",2004,"English",4.5
2960,"Nebraska","alexander payne","devin ratray","bruce dern","will forte",2013,"English",7.8
2961,"Tales from the Crypt: Demon Knight","ernest r. dickerson","cch pounder","jada pinkett smith","gary farmer",1995,"English",6.7
2962,"Max Keeble's Big Move","tim hill","noel fisher","amber valletta","larry miller",2001,"English",5.3
2963,"Young Adult","jason reitman","charlize theron","patton oswalt","collette wolfe",2011,"English",6.3
2964,"Crank","mark neveldine","jason statham","edi gathegi","jose pablo cantillo",2006,"English",7
2965,"How to Be a Player","lionel c. martin","bernie mac","gilbert gottfried","lark voorhies",1997,"English",5.3
2966,"Living Out Loud","richard lagravenese","holly hunter","eddie cibrian","jenette goldstein",1998,"English",6.6
2967,"Just Wright","sanaa hamri","common","laz alonso","mehcad brooks",2010,"English",5.8
2968,"Rachel Getting Married","jonathan demme","anne hathaway","rosemarie dewitt","bill irwin",2008,"English",6.7
2969,"The Postman Always Rings Twice","bob rafelson","anjelica huston","michael lerner","john colicos",1981,"English",6.6
2970,"Girl with a Pearl Earring","peter webber","scarlett johansson","colin firth","tom wilkinson",2003,"English",7
2971,"Das Boot","wolfgang petersen","jürgen prochnow","martin semmelrogge","herbert grönemeyer",1981,"German",8.4
2972,"The Alamo","john lee hancock","dennis quaid","marc blucas","jordi mollà",2004,"English",6
2973,"Sorority Boys","wallace wolodarsky","heather matarazzo","barry watson","harland williams",2002,"English",5.4
2974,"About Time","richard curtis","tom hughes","tom hollander","lindsay duncan",2013,"English",7.8
2975,"House of Flying Daggers","yimou zhang","takeshi kaneshiro","andy lau","zhengyong zhang",2004,"Mandarin",7.6
2976,"Arbitrage","nicholas jarecki","nate parker","curtiss cook","reg e. cathey",2012,"English",6.6
2977,"Project Almanac","dean israelite","gary weeks","jonny weston","sofia black-d'elia",2015,"English",6.4
2978,"Cadillac Records","darnell martin","cedric the entertainer","veronika dash","tammy blanchard",2008,"English",7
2979,"Screwed","scott alexander","sarah silverman","dave chappelle","sherman hemsley",2000,"English",5.7
2980,"Fortress","stuart gordon","christopher lambert","kurtwood smith","clifton collins jr.",1992,"English",5.9
2981,"For Your Consideration","christopher guest","john michael higgins","catherine o'hara","ed begley jr.",2006,"English",6.3
2982,"Celebrity","woody allen","melanie griffith","aleksa palladino","greg mottola",1998,"English",6.3
2983,"Running with Scissors","ryan murphy","jill clayburgh","joseph cross","dagmara dominczyk",2006,"English",6.2
2984,"From Justin to Kelly","robert iscove","anika noni rose","kelly clarkson","brian dietzen",2003,"English",2.1
2985,"Girl 6","spike lee","michael imperioli","debi mazar","gretchen mol",1996,"English",5
2986,"In the Cut","jane campion","jennifer jason leigh","nick damici","susan gardner",2003,"English",5.3
2987,"Two Lovers","james gray","isabella rossellini","vinessa shaw","samantha ivers",2008,"English",7.1
2988,"Last Orders","fred schepisi","bob hoskins","ray winstone","jj feild",2001,"English",7
2989,"The Host","joon-ho bong","doona bae","kang-ho song","ah-sung ko",2006,"Korean",7
2990,"The Pursuit of D.B. Cooper","roger spottiswoode","robert duvall","treat williams","paul gleason",1981,"English",5.7
2991,"Ravenous","antonia bird","jeremy davies","jeffrey jones","david arquette",1999,"English",7.1
2992,"Charlie Bartlett","jon poll","robert downey jr.","megan park","hope davis",2007,"English",7
2993,"The Great Beauty","paolo sorrentino","toni servillo","sabrina ferilli","serena grandi",2013,"Italian",7.7
2994,"The Dangerous Lives of Altar Boys","peter care","kieran culkin","michael harding","jake richardson",2002,"English",7.1
2995,"Stoker","chan-wook park","mia wasikowska","alden ehrenreich","harmony korine",2013,"English",6.8
2996,"2046","kar-wai wong","li gong","tony chiu wai leung","maggie cheung",2004,"Cantonese",7.5
2997,"Married Life","ira sachs","david richmond-peck","erin boyes","timothy webber",2007,"English",6.3
2998,"Duma","carroll ballard","eamonn walker","hope davis","campbell scott",2005,"English",7.3
2999,"Ondine","neil jordan","tony curran","stephen rea","alicja bachleda",2009,"English",6.8
3000,"Brother","takeshi kitano","omar epps","tatyana ali","james shigeta",2000,"English",7.2
3001,"Welcome to Collinwood","anthony russo","michael jeter","isaiah washington","andy davoli",2002,"English",6.4
3002,"Critical Care","sidney lumet","kyra sedgwick","anne bancroft","albert brooks",1997,"English",6
3003,"The Life Before Her Eyes","vadim perelman","eva amurri martino","lynn cohen","brett cullen",2007,"English",6.4
3004,"Darling Companion","lawrence kasdan","dianne wiest","mark duplass","sam shepard",2012,"English",5.1
3005,"Trade","marco kreuzpaintner","zack ward","kate del castillo","alicja bachleda",2007,"English",7.5
3006,"Fateless","lajos koltai","marcell nagy","péter fancsikai","bálint péntek",2005,"Hungarian",7.1
3007,"Breakfast of Champions","alan rudolph","bruce willis","albert finney","omar epps",1999,"English",4.6
3008,"A Woman, a Gun and a Noodle Shop","yimou zhang","honglei sun","ni yan","dahong ni",2009,"Mandarin",5.7
3009,"Cypher","vincenzo natali","david hewlett","jeremy northam","kari matchett",2002,"English",6.8
3010,"City of Life and Death","chuan lu","ye liu","yuanyuan gao","ryu kohata",2009,"Mandarin",7.7
3011,"Home","tim johnson","jim parsons","matt jones","april winchell",2015,"English",6.7
3012,"Legend of Kung Fu Rabbit","lijun sun","jon heder","tom arnold","rebecca black",2011,"Mandarin",3.2
3013,"Space Battleship Yamato","takashi yamazaki","takuya kimura","meisa kuroki","hiroyuki ikeuchi",2010,"Japanese",6.1
3014,"5 Days of War","renny harlin","richard coyle","kenneth cranham","ana imnadze",2011,"English",5.6
3015,"Triangle","christopher smith","rachael carpani","michael dorman","emma lung",2009,"English",6.9
3016,"10 Days in a Madhouse","timothy hines","christopher lambert","kelly lebrock","alexandra callas",2015,"English",7.5
3017,"Heaven Is for Real","randall wallace","jacob vargas","connor corum","rob moran",2014,"English",5.8
3018,"Snatch","guy ritchie","jason statham","brad pitt","jason flemyng",2000,"English",8.3
3019,"Dancin' It's On","david winters","gary daniels","matt marr","ginger jensen",2015,"English",2.8
3020,"Pet Sematary","mary lambert","miko hughes","fred gwynne","denise crosby",1989,"English",6.6
3021,"Madadayo","akira kurosawa","tatsuo matsumura","tetsu watanabe","akira terao",1993,"Japanese",7.5
3022,"The Cry of the Owl","jamie thraves","paddy considine","caroline dhavernas","charlotte sullivan",2009,"English",6
3023,"A Tale of Three Cities","mabel cheung","wei tang","ching wan lau","hailu qin",2015,"Chinese",6.2
3024,"Gremlins","joe dante","phoebe cates","harry carey jr.","zach galligan",1984,"English",7.2
3025,"Star Wars: Episode IV - A New Hope","george lucas","harrison ford","peter cushing","kenny baker",1977,"English",8.7
3026,"Dirty Grandpa","dan mazer","robert de niro","zoey deutch","jason mantzoukas",2016,"English",6
3027,"Doctor Zhivago","david lean","julie christie","klaus kinski","geraldine chaplin",1965,"English",8
3028,"Trash","stephen daldry","wagner moura","selton mello","daniel zettel",2014,"Portuguese",7.2
3029,"High School Musical 3: Senior Year","kenny ortega","lucas grabeel","matt prokop","corbin bleu",2008,"English",4.5
3030,"The Fighter","david o. russell","christian bale","jack mcgee","melissa mcmeekin",2010,"English",7.9
3031,"Jackass Number Two","jeff tremaine","bam margera","steve-o","chris pontius",2006,"English",7.1
3032,"My Cousin Vinny","jonathan lynn","fred gwynne","bruce mcgill","lane smith",1992,"English",7.5
3033,"If I Stay","r.j. cutler","chloë grace moretz","mireille enos","stacy keach",2014,"English",6.8
3034,"Drive Hard","brian trenchard-smith","zoe ventoura","damien garvey","christopher sommers",2014,"English",4.3
3035,"Major League","david s. ward","corbin bernsen","tom berenger","rene russo",1989,"English",7.2
3036,"St. Trinian's","oliver parker","lily cole","rupert everett","tamsin egerton",2007,"English",5.8
3037,"Phone Booth","joel schumacher","radha mitchell","john enos iii","richard t. jones",2002,"English",7.1
3038,"A Walk to Remember","adam shankman","lauren german","peter coyote","paz de la huerta",2002,"English",7.4
3039,"Dead Man Walking","tim robbins","lois smith","celia weston","robert prosky",1995,"English",7.6
3040,"Cruel Intentions","roger kumble","sarah michelle gellar","sean patrick thomas","eric mabius",1999,"English",6.9
3041,"Saw VI","kevin greutert","costas mandylor","shawnee smith","george newbern",2009,"English",6
3042,"History of the World: Part I","mel brooks","madeline kahn","sid caesar","dom deluise",1981,"English",6.9
3043,"The Secret Life of Bees","gina prince-bythewood","nate parker","alicia keys","jennifer hudson",2008,"English",7.3
3044,"Corky Romano","rob pritts","vincent pastore","vinessa shaw","peter berg",2001,"English",4.6
3045,"Raising Cain","brian de palma","steven bauer","gabrielle carteris","gregg henry",1992,"English",6
3046,"F.I.S.T.","norman jewison","sylvester stallone","peter boyle","rod steiger",1978,"English",6.4
3047,"Invaders from Mars","tobe hooper","louise fletcher","bud cort","william bassett",1986,"English",5.5
3048,"Brooklyn","john crowley","julie walters","fiona glascott","eva birthistle",2015,"English",7.5
3049,"Barry Lyndon","stanley kubrick","ryan o'neal","steven berkoff","hardy krüger",1975,"English",8.1
3050,"Out Cold","brendan malloy","lee majors","jason london","thomas lennon",2001,"English",6.3
3051,"The Ladies Man","reginald hudlin","will ferrell","john witherspoon","tim meadows",2000,"English",5.1
3052,"Quartet","dustin hoffman","luke newberry","sheridan smith","pauline collins",2012,"English",6.8
3053,"Tomcats","gregory poirier","shannon elizabeth","jake busey","david ogden stiers",2001,"English",5.3
3054,"Frailty","bill paxton","matthew mcconaughey","powers boothe","matt o'leary",2001,"English",7.3
3055,"Woman in Gold","simon curtis","ryan reynolds","frances fisher","elizabeth mcgovern",2015,"English",7.3
3056,"Kinsey","bill condon","liam neeson","oliver platt","dylan baker",2004,"English",7.1
3057,"Army of Darkness","sam raimi","patricia tallman","bridget fonda","embeth davidtz",1992,"English",7.6
3058,"Slackers","dewey nicks","jaime king","gedde watanabe","jim rash",2002,"English",5.3
3059,"What's Eating Gilbert Grape","lasse hallström","johnny depp","leonardo dicaprio","kevin tighe",1993,"English",7.8
3060,"The Visual Bible: The Gospel of John","philip saville","henry ian cusick","alan van sprang","scott handy",2003,"English",7.7
3061,"Vera Drake","mike leigh","eddie marsan","sally hawkins","imelda staunton",2004,"English",7.7
3062,"The Guru","daisy von scherler mayer","michael mckean","dash mihok","jimi mistry",2002,"English",5.4
3063,"The Perez Family","mira nair","anjelica huston","chazz palminteri","vincent gallo",1995,"English",6.2
3064,"Inside Llewyn Davis","ethan coen","justin timberlake","max casella","alex karpovsky",2013,"English",7.4
3065,"O","tim blake nelson","mekhi phifer","andrew keegan","john heard",2001,"English",6.2
3066,"Return to the Blue Lagoon","william a. graham","milla jovovich","wayne pygram","lisa pelikan",1991,"English",5.1
3067,"The Molly Maguires","martin ritt","frank finlay","anthony zerbe","samantha eggar",1970,"English",6.9
3068,"Romance & Cigarettes","john turturro","kate winslet","steve buscemi","eddie izzard",2005,"English",6.3
3069,"Copying Beethoven","agnieszka holland","phyllida law","david kennedy","angus barnett",2006,"English",6.8
3070,"Poltergeist","tobe hooper","heather o'rourke","zelda rubinstein","craig t. nelson",1982,"English",7.4
3071,"Brighton Rock","rowan joffe","sam riley","sean harris","geoff bell",2010,"English",5.7
3072,"Saw V","david hackl","julie benz","costas mandylor","scott patterson",2008,"English",5.8
3073,"Machine Gun McCain","giuliano montaldo","john cassavetes","gena rowlands","britt ekland",1969,"English",6.2
3074,"LOL","lisa azuelos","nora dunn","lina esco","alix freihage",2012,"English",4.3
3075,"Jindabyne","ray lawrence","john howard","deborra-lee furness","max cullen",2006,"English",6.4
3076,"Kabhi Alvida Naa Kehna","karan johar","shah rukh khan","john abraham","preity zinta",2006,"Hindi",6
3077,"An Ideal Husband","oliver parker","minnie driver","rupert everett","jeremy northam",1999,"English",6.9
3078,"The Last Days on Mars","ruairi robinson","romola garai","olivia williams","tom cullen",2013,"English",5.5
3079,"Darkness","jaume balagueró","lena olin","giancarlo giannini","francesc pagès",2002,"English",5.4
3080,"2001: A Space Odyssey","stanley kubrick","keir dullea","gary lockwood","glenn beck",1968,"English",8.3
3081,"E.T. the Extra-Terrestrial","steven spielberg","henry thomas","dee wallace","peter coyote",1982,"English",7.9
3082,"In the Land of Women","jon kasdan","kristen stewart","elena anaya","dustin milligan",2007,"English",6.5
3083,"The Blue Butterfly","léa pool","william hurt","marc donato","raoul max trujillo",2004,"English",6.3
3084,"There Goes My Baby","floyd mutrux","ricky schroder","kelli williams","seymour cassel",1994,"English",6.4
3085,"Lovesick","","antonia thomas","johnny flynn","hannah britland",NA,"English",7.9
